Timestamp,Username,VideoID,Comment,Date
2024-07-29T20:52:59Z,@quemua4475,ltNVyvK8Paw,Can we have Trump rally in California again please.🙏,2024-07-29T20:52:59Z
2024-07-21T01:21:59Z,@GLad346,ltNVyvK8Paw,I miss this Trump he has completely surrendered to the deep state just look who he hires,2024-07-21T01:21:59Z
2024-07-16T12:53:15Z,@jaredperdue9674,ltNVyvK8Paw,"Love Trump god bless American change 
Jesus is coming back",2024-07-16T12:57:51Z
2024-07-25T05:39:20Z,@loveisthemostpowerfulforce1397,ltNVyvK8Paw,When is he coming back?,2024-07-25T05:39:20Z
2024-06-17T14:27:33Z,@JohnCreese-yu4nq,ltNVyvK8Paw,Trump for  2024,2024-06-17T14:27:33Z
2024-06-17T05:35:44Z,@lolitasendrijas6644,ltNVyvK8Paw,Thank you so much sir president trump's for the love of faith always protection always guide thank you Lord for your love to all people's and friends I am happy to strong lord i believe the light of love and mercy the light of feace of love and mercy and grace and hope,2024-06-17T05:35:44Z
2024-06-16T17:00:00Z,@fayespivey4866,ltNVyvK8Paw,"Trump 2024.. In April Biden cut Out a 30,$ discount for the low income families. 
Call Spectrum and ask. Yes Biden does not want Low income families  2 have internet  so close 2 the. Election  and since TRUMP is Ahead of Biden. 
Biden is doing everything he can 2 cut the low income families because u know. They... Cant afford Spectrum 
This us how. Low... Democrats will go.  Now she said she is voting for Trump !",2024-06-16T17:07:59Z
2024-06-16T01:01:28Z,@scaryperryx1050,ltNVyvK8Paw,"The Trump Family, is The Best!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",2024-06-16T01:01:28Z
2024-06-15T15:32:19Z,@billdetlefsen7571,ltNVyvK8Paw,Thank God for President Trump and our blessed USA!,2024-06-15T15:32:19Z
2024-06-14T19:16:41Z,@southernlady160,ltNVyvK8Paw,NOW Trump needs us to vote for him in 2024!!!  WHO WILL????,2024-06-14T19:16:41Z
2024-06-14T17:12:22Z,@MdKaka-me1yo,ltNVyvK8Paw,"13/6/2024
Onarabol trum
Your cat say.
Hoy can U.S.Ahard bader and hard sister Love trum.
Im bay onarabol trum esmail hawmas 
Onarabol trum esmail.
Hany spking onarabol trum.
Hany espking onarabol trum.
Im bay onarabol trum esmail haw mas onarabol teum esmail.
Hoy can oxcigan love trum U.S.A.hard bader and hard sister love trum.
Trum +24",2024-06-14T17:12:22Z
2024-06-11T19:57:08Z,@stephaniestegemann2495,ltNVyvK8Paw,"I've heard that on June 14, on Friday, someone's birthday is celebrated. Could it be that it is Donald Trump? But yes. Our president is a young beautiful 78 years old. Won't this day become a national holiday in America? We all want to celebrate.",2024-06-11T19:57:08Z
2024-06-11T19:55:15Z,@yfb1787,ltNVyvK8Paw,Yes we do. LOVE TRUMP. GOD BLESS AMERICA 45-47,2024-06-11T19:55:15Z
2024-06-11T19:49:20Z,@stephaniestegemann2495,ltNVyvK8Paw,"Great to see, Donald is in a good mood again, energetic and fresh. You can see that he now in Anaheim loves being on stage and talking to the Americans in Anaheim. This performance is insane. Big, really big.",2024-06-11T19:49:20Z
2024-06-09T21:17:50Z,@lorybun986,ltNVyvK8Paw,May God bless and protect President Trump and his Team ❤🙏🏼,2024-06-09T21:17:50Z
2024-06-09T17:09:04Z,@AndyIlimaleota-zg5qw,ltNVyvK8Paw,It's about time California's go red all way this is why never like to live there I m from Hawaii left there move to fla 1980 cause of this madness with the way Hollywood think they are government cause they are in democrats pocket😊,2024-06-09T17:09:04Z
2024-06-09T14:46:26Z,@krystalgreco,ltNVyvK8Paw,Come to ridgecrest California president trump,2024-06-09T14:46:26Z
2024-06-09T14:18:01Z,@dianesolkah6896,ltNVyvK8Paw,Trump 2024❤ California for President Trump!,2024-06-09T14:18:01Z
2024-06-09T14:12:52Z,@doloresrobichaud,ltNVyvK8Paw,Wow,2024-06-09T14:12:52Z
2024-06-09T12:52:50Z,@Juana.V.V,ltNVyvK8Paw,Junio.  9.      2024.,2024-06-09T12:52:50Z
2024-06-09T12:52:13Z,@Juana.V.V,ltNVyvK8Paw,Junio.  9.  2024.   Donal.   Trump.  Presidente.  U.  S.   E.      Donald.  Trump.  Presidente.   U.  S.  E.     U.  S.  E.  U.   S.  E.  U.  S.  E.   U.  S.  E.     U.  S.   E.   U.  S.   E.    Presidente.  Donald.  Trump.  2024.,2024-06-09T12:52:13Z
2024-06-09T12:46:50Z,@Juana.V.V,ltNVyvK8Paw,Junio.  9.  2024.   Donal.  Trump.  Presidente.   U.  S.   E.  Donald.  Trump.   U.  S.  E.  Presidente.   Donal.  Trump.     U.   S.   E.   U.  S.  E.   U.  S.   E.     U.   S.   E.   U.  S.  E.  U.  S.   E.    U.  S.  E.  Donald.  Trump.  Presidente.  U.  S.  E.    2024.,2024-06-09T12:46:50Z
2024-06-09T12:43:00Z,@Juana.V.V,ltNVyvK8Paw,Junio.  9.  2024.  Donal.  Trump.  Presidente.  U.  S.   E.  Donal.  Trump.  U.  S.   E.  Presidente.  Donal.  Trump.   U.  S.  E.  Presidente.     U.  S.   E.    U.   S.   E.   U.   S.   E.     U.   S.    E.   U.  S.   E.  U.  S.   E.  U.   S.   E.   Presidente.   Donal.  Trump.  2024.,2024-06-09T12:43:00Z
2024-06-09T12:39:51Z,@Juana.V.V,ltNVyvK8Paw,Junio.  9.  2024.  Donal.  Trump.  Presidente.   U.  S.  E.  Donal.  Trump.  U.  S.  E.   Presidente.  Donald.  U.  S.  E.    U.  S.   E.  U.  S.   E.     U.   S.  E.    U.  S.   E.   U.  S.   E.    U.  S.   E.  Presidente.  Donal.   Trump.   2024.,2024-06-09T12:39:51Z
2024-06-09T12:36:56Z,@Juana.V.V,ltNVyvK8Paw,Junio.  9.  2024.   Donal.   Trump.   Presidente.  U.  S.  E.  Donal.  Trump.  U.  S.  E.   Presidente.  Donal.  Trump.   U.  S.  E.    U.  S.  E.   U.  S.  E.     U.  S.   E.  U.  S.   E.  U.   S.  E.     U.   S.  E.   Presidente.    Donald.  Trump.   2024.,2024-06-09T12:36:56Z
2024-06-09T12:33:46Z,@Juana.V.V,ltNVyvK8Paw,Junio.  9.  2024.    Donalm.  Trump.  Presidente.  U.  S.  E.  Donald.  Trump.  U.  S.  E.  Presidente.  U.  S.  E.   U.  S.  E.   U.  S.  E.    U.   S.   E.   U.  S.   E.      U.  S.   E.     U.  S.   E.   U.  S.  E.  Presidente.    2024.,2024-06-09T12:33:46Z
2024-06-09T12:28:55Z,@Juana.V.V,ltNVyvK8Paw,Donal.  Trump.  U.  S.  E.  Presidente.  U.  S.  E.   Donald.  Trump.   U.  S.  E.    Presidente.   U.  S.  E.  U.  S.  E.     U.  S.  E.  U.  S.  E.  U.  S.  E.       U.  S.  E.  Presidente.  2024.,2024-06-09T12:28:55Z
2024-05-10T04:47:09Z,@ShelleyStoneman-bw8hg,ltNVyvK8Paw,My family are native Californians my father built the aqueduct my uncle built the BART system probably all Republicans no one of my family lives in California any longer the Mr Trump you are making me homesick I wish they could go home Oklahoma's where I'm going to die,2024-05-10T04:47:09Z
2024-05-07T14:02:36Z,@davidmorgan6986,ltNVyvK8Paw,"Here’s our next President, Trump 2024.",2024-05-07T14:02:36Z
2024-05-03T16:39:31Z,@MdKaka-me1yo,ltNVyvK8Paw,"Onarabol oll
U.S.A hard bader and hard sister.
Gart u.s.a gat again 
Trum +24
Oxcigan love 
Oxcigan love trum.
Trum cat say.
My rait hand 
Onarabol trum lang tas 
My need only doa.
Oxcigan love trum 
Hoy can lick midalast trum.
Good man good coyes.
Hoy can oxcigan love trum u.s.a hard bader and hard sister 
Ansr.
Trum +24",2024-05-03T16:39:31Z
2024-02-16T18:11:57Z,@oussoubiniakate8412,ltNVyvK8Paw,Joe'biden''ta'lompper'ton'complons''occupe'vous'votre'peuple''encore'la'honntte''contre'poutine'non'se'contre'vos'des'pays'les'corrpus''qji''vais'leson'quelle'lesons''les'groupe'terroste''mondetier'vois'bien'les'complons''ils'ou'vos'corrption'zero''que'mensonger''la'dfogue'vous'croyer''a'manquille'non''y'avez'ou'y'avez'minitaire'',2024-02-16T18:11:57Z
2024-02-07T07:31:49Z,@oussoubiniakate8412,ltNVyvK8Paw,Je'te''laisser'mon'devour'm'apel,2024-02-07T07:31:49Z
2024-02-07T07:18:51Z,@oussoubiniakate8412,ltNVyvK8Paw,Votez'pour'donald'trump''pas'''indicapper''president'qui'''confond''d'entre'bleu'est'marron'joebiden''confond'entre'macron'et'miterra''',2024-02-07T07:18:51Z
2024-02-05T18:11:55Z,@jakereal3604,ltNVyvK8Paw,Our LAST CHANCE to save this once wonderful country!   I'm a 58 year old native New Yorker (born and raised in Queens) who LOVES this country and wants the best for it.  Please please please vote RED and vote TRUMP  2024,2024-02-05T18:11:55Z
2024-02-02T11:06:08Z,@oussoubiniakate8412,ltNVyvK8Paw,Laisser'la'cerite'va'l'etre'debout''les'mondentiere'les'grouper'pays''vamdi''cela''honntte'qui'vos''ramasser'toubour'pas''encore'commences''la'honntter',2024-02-02T11:06:08Z
2024-01-25T20:28:52Z,@BPults,ltNVyvK8Paw,Mr. Trump.... is the ONLY choice FOR SURE!!!,2024-01-25T20:28:52Z
2024-01-25T20:27:23Z,@BPults,ltNVyvK8Paw,Thank you My President of my America!!!!!,2024-01-25T20:27:23Z
2024-01-22T04:07:08Z,@wallstreetsicarios,ltNVyvK8Paw,Tito Ortiz standing behind Trump on the right,2024-01-22T04:07:08Z
2024-01-21T07:44:40Z,@corneliustanksley2357,ltNVyvK8Paw,Amazing,2024-01-21T07:44:40Z
2024-01-16T17:47:05Z,@KayS2-s9u,ltNVyvK8Paw,Because She Dose NOT LOVE AMER,2024-01-16T17:47:05Z
2024-01-16T17:44:22Z,@KayS2-s9u,ltNVyvK8Paw,We Do have Good People. Our Military IS Strong and FIGHTING For THE UNITED STATES. So Many DIED. I had Two Husbands Die. One Fought in VietNAM. AGENTORANGE. The Other One from Stomach Cancere,2024-01-16T17:44:22Z
2024-01-16T17:34:55Z,@KayS2-s9u,ltNVyvK8Paw,Build That WALL!,2024-01-16T17:34:55Z
2024-01-16T17:31:29Z,@KayS2-s9u,ltNVyvK8Paw,She Will NOT WIN!,2024-01-16T17:31:29Z
2024-01-15T05:36:56Z,@astroblue6207,ltNVyvK8Paw,They show pictures of trump at debates from 6 years ago he didnt show for all the debates Trump is a liar!,2024-01-15T05:36:56Z
2024-01-15T05:35:29Z,@astroblue6207,ltNVyvK8Paw,Jail is coming for you Trump !,2024-01-15T05:35:29Z
2024-01-15T05:34:02Z,@astroblue6207,ltNVyvK8Paw,Patton wasn't a draft dodger like this coward Donald Trump.,2024-01-15T05:34:02Z
2024-01-14T14:21:30Z,@vietanhvu9259,ltNVyvK8Paw,24:30 BUILD THE WALL! BUILD THE WALL!,2024-01-14T14:21:30Z
2024-01-12T12:01:47Z,@oussoubiniakate8412,ltNVyvK8Paw,Il'va'sa'sortir'dans'tous'Es''mensonger'que'on'vais'mettre'son'dos',2024-01-12T12:01:47Z
2024-01-10T20:39:15Z,@ryandonnelly9820,ltNVyvK8Paw,trump 24,2024-01-10T20:39:15Z
2024-01-10T18:48:42Z,@oussoubiniakate8412,ltNVyvK8Paw,T'enquiete'pas'je'ecrit'je'suis''dans'ma'chambre'cella'''la'science''se''savants'qui'ecrit'sa''si'vous'contexte'faut'regarde'les'chemin'de'allaah'et'les'chemin'de'prophete'mahammad'rrasoullah,2024-01-10T18:48:42Z
2024-01-10T16:08:23Z,@oussoubiniakate8412,ltNVyvK8Paw,Tank'you'very'very'good'you''celi'dio'for'm'l,2024-01-10T16:08:23Z
2024-01-10T03:38:48Z,@ronsmith1429,ltNVyvK8Paw,Think about this: Trump want to have immunity from prosecution: If Trump got immunity he could murder anyone  he wanted,2024-01-10T03:38:48Z
2024-01-10T02:27:45Z,@ronsmith1429,ltNVyvK8Paw,"Hope you didn't fall for Trump's con job. This is B.S.: They are after Trump for rape, real estate fraud, trying to steal the election  plus stealing classified info. They are not after you. Hope you didn't send this scoundrel any money. He has plenty of his own.",2024-01-10T02:27:45Z
2023-12-31T07:54:00Z,@myriamsantiago4526,ltNVyvK8Paw,Trump is the strength to this country,2023-12-31T07:54:00Z
2023-12-17T20:22:37Z,@Freyja123,ltNVyvK8Paw,"Best President in HISTORY. 
TRUMP 2024 🇺🇸",2023-12-17T20:22:37Z
2023-12-03T01:18:47Z,@ShawnLe123,ltNVyvK8Paw,anyo0ne notice tito ortiz,2023-12-03T01:18:47Z
2023-12-02T10:08:52Z,@oussoubiniakate8412,ltNVyvK8Paw,Laisser''une'chiennes''un'chien'fait'film''des'prongrphique'la'chute'vertigneuse'maladie',2023-12-02T10:08:52Z
2023-11-28T12:04:37Z,@darcy1437,ltNVyvK8Paw,"Hey Donald Trump, I’m talking to you you’re gonna be prosecuted and putting in prison and I hope you rot in jail. You open your mouth you just a lot of BS. Every time you open your mouth you lie to the people you self radicalize your party and turn them into evil people they wanted to destroy and you are a person that wants to destroy United States of America you want to destroy the Constitution you destroy the Republican Party to destroy the FBI and Democratic Party. All you wanted is to destroy you are a evil man and need to be put in prison for life.",2023-11-28T12:04:37Z
2023-11-28T10:37:04Z,@darcy1437,ltNVyvK8Paw,Donald Trump should be in prison for life and it’s coming. They’re coming at all four directions. You better be scared to death because you’re gonna be looking out that window and you’ll be realize you’ll be locked up and you can’t golf anymore. You are a liar you want to destroy anything it’s in your path you are a sick puppyand we will lock you up and throw the key away. You will never get out think about it that’s right turkey.,2023-11-28T10:37:04Z
2023-11-25T20:21:50Z,@Julie-vo1rv,ltNVyvK8Paw,👍,2023-11-25T20:21:50Z
2023-11-25T20:18:46Z,@Julie-vo1rv,ltNVyvK8Paw,Absolutely,2023-11-25T20:18:46Z
2023-11-25T09:09:57Z,@oussoubiniakate8412,ltNVyvK8Paw,Oui' 'vive'donald'trump''sa'plein''ou'pas'je'ma'fout''la'guelle'de'u 'batar'dans''rue'pas''pere'halhall',2023-11-25T09:09:57Z
2023-11-23T11:39:40Z,@oussoubiniakate8412,ltNVyvK8Paw,Va''l'enfer'avec''te'mensonger'''journalister''chien',2023-11-23T11:39:40Z
2023-11-22T21:01:41Z,@oussoubiniakate8412,ltNVyvK8Paw,Joe'biden'un''president'menteur'voleur''tu'mis'pohro'la'place'trump'voleur''il'nais'pas'comme'toi'joe'biden''criminelle'terrosister'',2023-11-22T21:01:41Z
2023-11-22T17:38:34Z,@oussoubiniakate8412,ltNVyvK8Paw,Prince'elle'chante''tre'bien'',2023-11-22T17:38:34Z
2023-11-22T17:36:50Z,@oussoubiniakate8412,ltNVyvK8Paw,Pourquoi'toudo'pas''prince',2023-11-22T17:36:50Z
2023-11-22T17:36:02Z,@oussoubiniakate8412,ltNVyvK8Paw,Toudo'elle'nais''pas'arbave'ni'americain''elle'vriae'niakate'elle'a'toute'papier'malienne''pas'fausser''mensonger'mes'intersse'pas,2023-11-22T17:36:02Z
2023-11-22T12:21:07Z,@oussoubiniakate8412,ltNVyvK8Paw,Je'vous'laisser'''',2023-11-22T12:21:07Z
2023-11-22T01:03:24Z,@oussoubiniakate8412,ltNVyvK8Paw,Faiter''coupper'siter'je'ne'vous''aime'pas''contenue'je'ne'laisser'regarde'trump'et'russie''mon''forfait''je'payer''pas''des'chantessie'ni'chznteur''''racisme''dans'adn,2023-11-22T01:03:24Z
2023-11-21T07:11:11Z,@oussoubiniakate8412,ltNVyvK8Paw,Je'te'laisser''mon''devoir'm'appeles',2023-11-21T07:11:11Z
2023-11-21T07:08:04Z,@oussoubiniakate8412,ltNVyvK8Paw,Laisser'qui''chanter'la'radio'a'televission'je'ma'fouts''lhypocrissier'',2023-11-21T07:08:04Z
2023-11-19T14:14:20Z,@oussoubiniakate8412,ltNVyvK8Paw,Contenue'a'coupper'je'nenlaisser'pas''je'nait'ecouter'pas'un'cvien'zt'une'chiennes,2023-11-19T14:14:20Z
2023-11-17T19:53:55Z,@oussoubiniakate8412,ltNVyvK8Paw,Ces'trop''tard'pour'tes''barre'la''router'donald'trump''non''sa'va'pas'lui''arretter'pour'la'justices'va'les'epreveut'beaucoup'plus'que'sa'il'ya'des''d'autres''dossier',2023-11-17T19:53:55Z
2023-11-17T19:49:17Z,@oussoubiniakate8412,ltNVyvK8Paw,Les'des'la'drogue'qui'a'caches'la'maison'blanche'sa''va''sortire''la''france'commences''retrouvallier',2023-11-17T19:49:17Z
2023-11-16T15:59:43Z,@oussoubiniakate8412,ltNVyvK8Paw,Belle'voie''comme'celi'dio''tank'you'very'good,2023-11-16T15:59:43Z
2023-11-16T05:11:40Z,@oussoubiniakate8412,ltNVyvK8Paw,Il n'ya''les'deux 'trump'moi'celui'du'mali''l'autres''americain''mon''frefres',2023-11-16T05:11:40Z
2023-11-16T05:08:23Z,@oussoubiniakate8412,ltNVyvK8Paw,Obama'et'joe'viden'a'gouwoita'nnamos',2023-11-16T05:08:23Z
2023-11-16T05:06:53Z,@oussoubiniakate8412,ltNVyvK8Paw,Ya'pas'de'toudo''france'non''elle''aux'mali,2023-11-16T05:06:53Z
2023-11-15T12:08:50Z,@oussoubiniakate8412,ltNVyvK8Paw,Un'chabson'obama'one ni blank''obama''one'blank'obama'',2023-11-15T12:08:50Z
2023-11-14T23:17:27Z,@oussoubiniakate8412,ltNVyvK8Paw,Elle'va'diafanabanavec'se'papier',2023-11-14T23:17:27Z
2023-11-14T23:16:42Z,@oussoubiniakate8412,ltNVyvK8Paw,On'peut'fairenplus'quensa'je'ma'fout'je'garde''ceque'je'vais''garde',2023-11-14T23:16:42Z
2023-11-12T10:11:17Z,@oussoubiniakate8412,ltNVyvK8Paw,Mercie'du'couranger''tre'efficaces',2023-11-12T10:11:17Z
2023-11-12T10:10:15Z,@oussoubiniakate8412,ltNVyvK8Paw,Tu'parler'des'sonike'tre'bien''bravoa'sirrohn'sougue'sonikeran'''nawarruh'mogossirre',2023-11-12T10:10:15Z
2023-11-12T09:43:08Z,@oussoubiniakate8412,ltNVyvK8Paw,Laisse'tombe''je'n'a'pas''un'des'arabe''pas'un'centime'ni''qatar'ni''arabe''menteurs'criminelle'setanne'les'probleme'nuclaire''et'mensonger''la'drogue'caches'''la''guerre'ceque'sonts'perdut'l''aide'l'ukraine''les'terrosiste'qui'contres'd'autres''terrosite'''la'honnttes',2023-11-12T09:43:08Z
2023-11-12T08:51:27Z,@oussoubiniakate8412,ltNVyvK8Paw,Bravo''je'be'laisser'pas'donald'trump'''''je'contenus'ecouter''des'garde''sa'plein''ou'pas''je'ma'fouts'des'criminelle'terrosiste'groupper'bamdit''non''dans'mon'coeur''votez'pour'donald'trump'les'peuple'americain''commes'sa'vous'payer'pas'chaque'americainne'et'americain''838par''les'par'personne'''pour'depense'la'guerre'l'ukraine,2023-11-12T08:51:27Z
2023-11-10T18:55:35Z,@laurasmith4603,ltNVyvK8Paw,"I LOVE TRUMP!  No braver, bolder Patriot!!",2023-11-10T18:55:35Z
2023-11-07T16:25:08Z,@oussoubiniakate8412,ltNVyvK8Paw,Bravo''mercie''beaucoups''vive'donald'trump',2023-11-07T16:25:08Z
2023-10-02T15:56:24Z,@Losercarnist,ltNVyvK8Paw,🤣,2023-10-02T15:56:24Z
2023-10-01T04:14:41Z,@saltybitch9788,ltNVyvK8Paw,❤️🤍💙TRUMP24🇺🇸🇺🇸🇺🇸,2023-10-01T04:14:41Z
2023-10-01T00:36:46Z,@sixstringsensei6673,ltNVyvK8Paw,"remember when Trump got taped asking the attorney general in the state of Georgia to ""find"" him 11780 votes on 1 2 21? Was that Trumps day off from fighting corruption?",2023-10-01T00:36:46Z
2023-10-01T00:36:26Z,@sixstringsensei6673,ltNVyvK8Paw,"Remember when trump and his whiny kids tried to cancel democracy on January 6th 2021 and install himself against the will of the American people, while turning The USA  into another one of his failed Businesses. Like the drinking water with the red label and the sharper image steak",2023-10-01T00:36:26Z
2023-10-01T00:36:12Z,@sixstringsensei6673,ltNVyvK8Paw,Most Corrupt Polician Ever! Thank God Trump lost by millions !,2023-10-01T00:36:12Z
2023-09-30T01:28:09Z,@phetsavangvethsouvanh5642,ltNVyvK8Paw,I love President Trump's intelligence and amazing quick response is amazingly beautiful ❤️❤️❤️❤️,2023-09-30T01:28:09Z
2023-09-29T20:09:11Z,@mn2638,ltNVyvK8Paw,Californians for Trump ❤,2023-09-29T20:09:11Z
2023-09-29T18:39:31Z,@phetsavangvethsouvanh5642,ltNVyvK8Paw,They're greedy loooosers hypocrite Loooosers Dems..,2023-09-29T18:39:31Z
2023-09-18T02:15:08Z,@Kathryn-lk1ii,ltNVyvK8Paw,"Beautiful woman! Beautiful voice, get crowd singing",2023-09-18T02:15:08Z
2023-09-15T21:51:22Z,@elmasavall7170,ltNVyvK8Paw,👍👍👍👍👍👍👍👌,2023-09-15T21:51:22Z
2023-09-11T02:19:53Z,@jamalbrown7249,ltNVyvK8Paw,41:15 - best part. “WHAT A LOSER!”,2023-09-11T02:19:53Z
2023-08-07T19:38:55Z,@alicefranz920,ltNVyvK8Paw,"Please come back in California especially Go to Long  beach, Pls let us when you come  back and iLL bring my family and friends that loves you very much",2023-08-07T19:38:55Z
2023-07-29T01:19:26Z,@أميرةأنس-س3ل,ltNVyvK8Paw,America ferst,2023-07-29T01:19:26Z
2023-07-21T05:00:22Z,@shaneludick3464,ltNVyvK8Paw,Is that Tito Ortiz in the background?,2023-07-21T05:00:22Z
2023-09-23T22:35:40Z,@Illbebacc,ltNVyvK8Paw,He tapped to Cheal 100%,2023-09-23T22:35:39Z
